/home/xujialang/cervical_detection/samples_img/T2019_508_1.jpg,5496,2663,5609,2813,pos
/home/xujialang/cervical_detection/samples_img/T2019_814_2.jpg,2620,36,2821,158,pos
/home/xujialang/cervical_detection/samples_img/T2019_814_2.jpg,3442,871,3726,1059,pos
/home/xujialang/cervical_detection/samples_img/T2019_814_2.jpg,5119,2556,5314,2884,pos
/home/xujialang/cervical_detection/samples_img/T2019_814_2.jpg,5132,4794,5295,4914,pos
/home/xujialang/cervical_detection/samples_img/T2019_814_2.jpg,2499,3270,2640,3415,pos
/home/xujialang/cervical_detection/samples_img/T2019_814_2.jpg,3248,1684,3406,1767,pos
/home/xujialang/cervical_detection/samples_img/T2019_814_2.jpg,2927,1951,3107,2073,pos
/home/xujialang/cervical_detection/samples_img/T2019_814_2.jpg,2954,2237,3036,2331,pos
/home/xujialang/cervical_detection/samples_img/T2019_814_2.jpg,1490,2209,1637,2310,pos
/home/xujialang/cervical_detection/samples_img/T2019_814_2.jpg,1561,3038,1683,3163,pos
/home/xujialang/cervical_detection/samples_img/T2019_795_1.jpg,198,1447,653,1896,pos
/home/xujialang/cervical_detection/samples_img/T2019_130_3.jpg,3014,956,3136,1035,pos
/home/xujialang/cervical_detection/samples_img/T2019_130_3.jpg,2962,195,3185,370,pos
/home/xujialang/cervical_detection/samples_img/T2019_339_2.jpg,554,3435,719,3543,pos
/home/xujialang/cervical_detection/samples_img/T2019_339_2.jpg,557,1659,645,1756,pos
/home/xujialang/cervical_detection/samples_img/T2019_56_2.jpg,3803,1757,4040,2100,pos
/home/xujialang/cervical_detection/samples_img/T2019_56_2.jpg,3397,1978,3543,2052,pos
/home/xujialang/cervical_detection/samples_img/T2019_56_2.jpg,3768,2045,3900,2217,pos
/home/xujialang/cervical_detection/samples_img/T2019_348_4.jpg,2058,1222,2243,1406,pos
/home/xujialang/cervical_detection/samples_img/T2019_522_3.jpg,4153,3062,4471,3357,pos
/home/xujialang/cervical_detection/samples_img/T2019_486_1.jpg,1751,1609,1836,1675,pos
/home/xujialang/cervical_detection/samples_img/T2019_665_1.jpg,2932,765,3125,916,pos
/home/xujialang/cervical_detection/samples_img/T2019_90_1.jpg,883,633,1013,771,pos
/home/xujialang/cervical_detection/samples_img/T2019_878_1.jpg,1245,1340,1363,1515,pos
/home/xujialang/cervical_detection/samples_img/T2019_878_1.jpg,5971,4784,6084,4889,pos
/home/xujialang/cervical_detection/samples_img/T2019_514_3.jpg,2424,1223,2506,1275,pos
/home/xujialang/cervical_detection/samples_img/T2019_514_3.jpg,1204,113,1268,205,pos
/home/xujialang/cervical_detection/samples_img/T2019_514_3.jpg,568,564,670,667,pos
/home/xujialang/cervical_detection/samples_img/T2019_514_3.jpg,1713,177,1821,280,pos
/home/xujialang/cervical_detection/samples_img/T2019_514_3.jpg,1683,728,1762,872,pos
/home/xujialang/cervical_detection/samples_img/T2019_514_3.jpg,1607,869,1710,954,pos
/home/xujialang/cervical_detection/samples_img/T2019_514_3.jpg,1493,902,1561,971,pos
/home/xujialang/cervical_detection/samples_img/T2019_795_2.jpg,655,2191,881,2370,pos
/home/xujialang/cervical_detection/samples_img/T2019_945_1.jpg,1625,2011,1745,2119,pos
/home/xujialang/cervical_detection/samples_img/T2019_937_4.jpg,2145,1200,2380,1421,pos
/home/xujialang/cervical_detection/samples_img/T2019_820_1.jpg,7480,5097,7575,5152,pos
/home/xujialang/cervical_detection/samples_img/T2019_270_1.jpg,3030,1250,3142,1370,pos
/home/xujialang/cervical_detection/samples_img/T2019_270_1.jpg,4856,1192,4953,1236,pos
/home/xujialang/cervical_detection/samples_img/T2019_631_4.jpg,1815,561,1924,682,pos
/home/xujialang/cervical_detection/samples_img/T2019_631_4.jpg,3679,3324,3884,3454,pos
/home/xujialang/cervical_detection/samples_img/T2019_631_4.jpg,1246,2739,1380,2843,pos
/home/xujialang/cervical_detection/samples_img/T2019_211_1.jpg,1326,1651,1390,1716,pos
/home/xujialang/cervical_detection/samples_img/T2019_211_1.jpg,1189,640,1246,695,pos
/home/xujialang/cervical_detection/samples_img/T2019_211_1.jpg,475,2025,565,2146,pos
/home/xujialang/cervical_detection/samples_img/T2019_211_1.jpg,415,2041,462,2103,pos
/home/xujialang/cervical_detection/samples_img/T2019_211_1.jpg,879,1449,970,1501,pos
/home/xujialang/cervical_detection/samples_img/T2019_211_1.jpg,817,3020,943,3131,pos
/home/xujialang/cervical_detection/samples_img/T2019_211_1.jpg,2290,2025,2605,2236,pos
/home/xujialang/cervical_detection/samples_img/T2019_972_1.jpg,1810,1155,2068,1349,pos
/home/xujialang/cervical_detection/samples_img/T2019_742_2.jpg,1892,3844,2047,3933,pos
/home/xujialang/cervical_detection/samples_img/T2019_742_2.jpg,1058,3853,1104,3915,pos
/home/xujialang/cervical_detection/samples_img/T2019_742_2.jpg,1006,4200,1069,4244,pos
/home/xujialang/cervical_detection/samples_img/T2019_742_2.jpg,610,3710,670,3748,pos
/home/xujialang/cervical_detection/samples_img/T2019_742_2.jpg,5982,4732,6125,4867,pos
/home/xujialang/cervical_detection/samples_img/T2019_742_2.jpg,6000,5634,6157,5780,pos
/home/xujialang/cervical_detection/samples_img/T2019_742_2.jpg,5938,5377,5984,5443,pos
/home/xujialang/cervical_detection/samples_img/T2019_742_2.jpg,7150,2372,7213,2430,pos
/home/xujialang/cervical_detection/samples_img/T2019_742_2.jpg,3568,5763,3724,5911,pos
/home/xujialang/cervical_detection/samples_img/T2019_742_2.jpg,1247,2602,1402,2793,pos
/home/xujialang/cervical_detection/samples_img/T2019_159_1.jpg,3835,408,3873,466,pos
/home/xujialang/cervical_detection/samples_img/T2019_352_3.jpg,1071,724,1195,875,pos
/home/xujialang/cervical_detection/samples_img/T2019_376_1.jpg,4361,3052,4929,3313,pos
/home/xujialang/cervical_detection/samples_img/T2019_272_2.jpg,3289,3286,3419,3397,pos
/home/xujialang/cervical_detection/samples_img/T2019_734_2.jpg,4354,1508,4438,1585,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,223,158,336,250,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,110,356,180,462,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,1227,1221,1318,1305,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,500,467,539,512,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,261,1101,349,1136,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,138,1268,172,1294,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,63,1344,184,1440,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,317,1366,381,1414,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,67,1586,89,1612,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,826,1658,857,1695,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,936,1540,973,1577,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,368,1764,402,1784,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,421,2128,456,2159,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,623,1980,670,2008,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,234,2230,254,2263,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,225,2438,252,2471,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,446,2660,559,2742,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,659,2576,817,2685,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,540,2462,590,2489,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,305,2200,338,2237,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,184,2353,204,2377,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,125,2289,151,2316,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,612,2409,684,2460,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,677,2126,711,2166,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,430,1437,454,1461,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,540,1252,579,1286,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,847,1084,877,1119,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,237,1226,289,1259,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,698,842,724,877,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,598,932,618,955,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,493,943,564,992,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,354,869,421,929,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,35,820,74,848,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,90,699,111,724,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,1032,438,1078,470,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,1108,254,1144,290,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,713,564,742,589,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,1530,457,1594,524,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,1518,1127,1557,1165,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,1052,1462,1086,1503,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,1217,2388,1283,2446,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,975,2487,1015,2550,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,589,2900,699,2982,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,1632,2952,1705,3061,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,2067,3034,2159,3095,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,2160,2912,2202,2952,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,2658,2714,2757,2798,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,2432,2487,2482,2544,pos
/home/xujialang/cervical_detection/samples_img/T2019_264_1.jpg,1807,1211,1873,1256,pos
